Sl No,Date,URL,Review_Title,Author,Rating,Review_text,Review_helpful
77,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8,Three Stars,Meeraj P.,3.0 out of 5 stars,Tek hai,|Was this review helpful to you?YesNo
78,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8,okay,Amazon Customer,3.0 out of 5 stars,okay product.,|Was this review helpful to you?YesNo
79,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8,Five Stars,Mohare sanmati devendra,5.0 out of 5 stars,Nice,|Was this review helpful to you?YesNo
80,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Five Stars,Kundan patil,5.0 out of 5 stars,RS 1800 and best product,|Was this review helpful to you?YesNo
81,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Product delivered is not working,MANDEEP KAUR,1.0 out of 5 stars,Product is not working. Kindly get it repaired,|Was this review helpful to you?YesNo
82,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Five Stars,Rohit Kumar jaiswal,5.0 out of 5 stars,Good motor....bajaj team Thanku,|Was this review helpful to you?YesNo
83,on 7 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Woth buy.,Mit,5.0 out of 5 stars,Nice one far better than Maharaja.,|Was this review helpful to you?YesNo
84,on 6 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Defect found in the product,sushesha g s,1.0 out of 5 stars,Found defect in motor. That's why asked for replacement.,|Was this review helpful to you?YesNo
85,on 6 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Five Stars,sarita singh,5.0 out of 5 stars,Good product,|Was this review helpful to you?YesNo
86,on 6 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Working cool,VITTHAL BALKRUSHNA BASWANT,5.0 out of 5 stars,This mixer grinder is very cool . The design is cool body in shape and main quality of this mixer is they not sound very loud work cool,|Was this review helpful to you?YesNo
87,on 6 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Four Stars,SK SAJAHAN,4.0 out of 5 stars,good,|Was this review helpful to you?YesNo
88,on 6 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,I refer to purchase,Ganesh Chapa,4.0 out of 5 stars,No issues till date. Best product within that price.,|Was this review helpful to you?YesNo
89,on 6 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9,Five Stars,Aminuddin Khan,5.0 out of 5 stars,good product,|Was this review helpful to you?YesNo
90,on 5 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,Four Stars,Rakesh Gupta,4.0 out of 5 stars,Nice,|Was this review helpful to you?YesNo
91,on 5 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,Five Stars,Amazon Customer,5.0 out of 5 stars,A very goood product in this price range,|Was this review helpful to you?YesNo
92,on 5 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,One Star,aayush mehrotra,1.0 out of 5 stars,So Loud noise and processing is no.,|Was this review helpful to you?YesNo
93,on 5 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,... got replaced but the replacement was quick and of good quality. Its almost a year and no complains,subhra das,4.0 out of 5 stars,Though the product got replaced but the replacement was quick and of good quality. Its almost a year and no complains.,|Was this review helpful to you?YesNo
94,on 5 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,Disappointed,Charu verma,2.0 out of 5 stars,Screw for the chutney jar came out after one use... Wasn't expecting this... Quite disappointed..,|Was this review helpful to you?YesNo
95,on 4 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,Three Stars,Sanchita,3.0 out of 5 stars,Only issue is its very noisy,|Was this review helpful to you?YesNo
96,on 4 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,but quality is good.,Danny Mangal,4.0 out of 5 stars,"Somewhat noisy, but quality is good.",|Was this review helpful to you?YesNo
97,on 4 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,4,Shankar jadhav,4.0 out of 5 stars,Very nice,|Was this review helpful to you?YesNo
98,on 4 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,Four Stars,sourav pradhan,4.0 out of 5 stars,"It's really awesome ,and I'm satisfied!!!!!keep it up?",|Was this review helpful to you?YesNo
99,on 4 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10,BAJAJ REX-500 MIXER GRINDER,ATANU DUTTA,5.0 out of 5 stars,Thank you Amazon... For your good delivery response. And the product is very good & genuine.,|Was this review helpful to you?YesNo
100,on 3 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Four Stars,mukul kumar,4.0 out of 5 stars,Good but her cap is loose using 1 to 3 time,|Was this review helpful to you?YesNo
101,on 3 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Perfect product,sachit dixit,5.0 out of 5 stars,Perfect product ! Good quality and thanks to amazon for fast delivery..,|Was this review helpful to you?YesNo
102,on 3 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Bad.. one big jar not working,Amazon Customer,1.0 out of 5 stars,Bad..one big jar not working..,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
103,on 3 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,nice but some power and weighate problem,surya rajesh singa jogi,2.0 out of 5 stars,average,|Was this review helpful to you?YesNo
104,on 3 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Five Stars,BNE,5.0 out of 5 stars,Good product,|Was this review helpful to you?YesNo
105,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Very good product for this price,Amazon Customer,5.0 out of 5 stars,Very good product for this price .i baught this product only rs1450.other wise bajaj gx 7 mixer grinder much more better.,|Was this review helpful to you?YesNo
106,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Five Stars,pramod nijap,5.0 out of 5 stars,Best Quality in great price,|Was this review helpful to you?YesNo
107,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Three Stars,Amazon Customer,3.0 out of 5 stars,Ok not so great,|Was this review helpful to you?YesNo
108,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Five Stars,Aaliya Sehar,5.0 out of 5 stars,Nice product. Worth the money. Highly recommended in the section of 500 Watts.,|Was this review helpful to you?YesNo
109,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=11,Five Stars,Prateek Bhosale,5.0 out of 5 stars,good for price,|Was this review helpful to you?YesNo
110,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Worst product,Amazon Customer,1.0 out of 5 stars,Third class product made by bajaj it makes so much sound and vibration. mini jar  also cracked from bottom in just 20 days  . If you are looking for a durable mixer then don't buy it.Going to buy another mixer.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
111,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Normal quality,Kishore,3.0 out of 5 stars,Quality is normal,|Was this review helpful to you?YesNo
112,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Good for everyday use,Anubhav Jain,4.0 out of 5 stars,Noisy but powerful. Also in case of overload it trips saving the motor from burning. Has been OK so far.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
113,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Three Stars,Amit Kumar,3.0 out of 5 stars,Very average mixture .,|Was this review helpful to you?YesNo
114,on 2 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Ok,Mukesh Kumar,5.0 out of 5 stars,Nice,|Was this review helpful to you?YesNo
115,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Bad Quality,Shubhankar.G.Yadav,1.0 out of 5 stars,Plzzz guys don't buy this. Very bad quality and not even woking properly.,|Was this review helpful to you?YesNo
116,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,It's a good product,Amazon Customer,4.0 out of 5 stars,It has been 3 years and it is still working.,|Was this review helpful to you?YesNo
117,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,my experience was not good with this machine I had never expected like this,Amazon Customer,3.0 out of 5 stars,"Machine making much noise and heating while running that is irritating me, please do not buy this product, my experience was not good with this machine I had never expected like this.",|Was this review helpful to you?YesNo
118,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Best 500W Mixer to get!,Consumer,4.0 out of 5 stars,"Great product from Bajaj. Bought it for my mom. It exceeded expectations. Just that its slightly forceful to detach the container from the motor unit. Hence a star cut. Else,  the best in this price!",|Was this review helpful to you?YesNo
119,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=12,Four Stars,Chakali Mallesh kkoteAmazon Customer,4.0 out of 5 stars,Good product I am happy with this product,|Was this review helpful to you?YesNo
120,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Two Stars,Tulajappa Hk,2.0 out of 5 stars,Super,|Was this review helpful to you?YesNo
121,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,One Star,Amazon Customer,1.0 out of 5 stars,cant grind nd mid tomato fast or onion...,|Was this review helpful to you?YesNo
122,on 1 November 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Five Stars,Amazon Customer,5.0 out of 5 stars,Thanks very nice,|Was this review helpful to you?YesNo
123,on 31 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Five Stars,Amazon Customer,5.0 out of 5 stars,works super! occupies less space.,|Was this review helpful to you?YesNo
124,on 31 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Three Stars,deva,3.0 out of 5 stars,product is damage...but work it properly,|Was this review helpful to you?YesNo
125,on 31 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Best and cheap,Satyam Kkmar devilliers,4.0 out of 5 stars,Best  and cheap,|Was this review helpful to you?YesNo
126,on 31 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Nice. Value for money,Amazon Customer,4.0 out of 5 stars,Nice. Value for money,|Was this review helpful to you?YesNo
127,on 31 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Now it is working.. properly.. not ...,Bibhas Mandal,5.0 out of 5 stars,Now it is working .. properly..not necessary to replace.ThanksRegardsBIBHAS MANDAL,|Was this review helpful to you?YesNo
128,on 31 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Four Stars,Amresh Kumar,4.0 out of 5 stars,product is good,|Was this review helpful to you?YesNo
129,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=13,Value for money,Shubhopriya Banerjee,5.0 out of 5 stars,Excellent product; value for money.,|Was this review helpful to you?YesNo
130,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=14,Very good for small (3-4 persons) families,Kaushik Sinha,5.0 out of 5 stars,Bought at Rs. 1950 during sale. Fully meets my expectation. Very good for small (3-4 persons) families.,|Was this review helpful to you?YesNo
131,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=14,ths item is soo good for,Amazon Customer,5.0 out of 5 stars,i have used it for many days...ths item is soo good for me,|Was this review helpful to you?YesNo
132,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=14,One Star,Shyamji gupta,1.0 out of 5 stars,Product is good,|Was this review helpful to you?YesNo
133,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=14,Best product...,NISHIKANT,5.0 out of 5 stars,Best product and best price...I using since 5 month no any problems....,|Was this review helpful to you?YesNo
134,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=14,Four Stars,Amazon Customer,4.0 out of 5 stars,It is working good. I am using it for 6 months,|Was this review helpful to you?YesNo
135,on 30 October 2017,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=14,Four Stars,Amazon Customer,4.0 out of 5 stars,Worth money,|Was this review helpful to you?YesNo
